"ID","a","b","c","d","e","f","g","h","predict"
"F00032362",1297,1,1,3,35,35,0,3,0
"F00032364",1296,1,1,3,40,40,0,2,0
"F00032365",1297,1,1,3,40,30,0,2,1
"F00032367",1385,1,0,3,5,35,0,2,0
"F00032368",1385,1,0,3,15,34,0,1,0
"F00032369",1385,1,0,3,15,35,0,2,0
"F00032373",1385,1,0,3,25,32,0,3,0
"F00032374",1385,1,0,3,25,35,0,3,0
"F00032376",1385,1,0,3,35,45,0,2,0
"F00032377",1385,1,0,3,15,47,0,3,1
"F00032378",1385,1,0,3,20,45,0,2,1
"F00032379",1385,1,1,3,10,15,0,2,0
"F00032380",1385,1,1,3,15,37,0,2,0
"F00032382",1385,1,1,3,25,20,0,1,0
"F00032384",1385,1,1,3,15,39,0,1,1
"F00032385",1385,1,1,3,20,NA,0,2,1
"F00032386",1478,1,0,3,25,42,0,2,0
"F00032387",1478,1,0,3,30,46,0,1,0
"F00032388",1478,1,0,3,40,40,0,2,0
"F00032390",1478,1,1,3,5,45,0,2,0
"F00032393",1478,1,1,3,20,40,0,2,0
"F00032394",1478,1,1,3,20,53,0,1,0
"F00032395",1478,1,1,3,40,10,0,3,0
"F00032396",1478,1,1,3,10,46,0,2,1
"F00032397",1478,1,1,3,30,30,0,2,1
"F00032399",1575,1,0,3,10,43,0,1,0
"F00032400",1575,1,0,3,15,50,0,2,0
"F00032403",1576,1,0,3,20,28,0,3,1
"F00032405",1575,1,0,3,20,30,0,2,1
"F00032408",1576,1,0,3,25,45,0,2,2
"F00032411",1576,1,1,3,30,NA,0,3,0
"F00032413",1575,1,1,3,40,43,0,1,0
"F00032414",1576,1,1,3,60,43,0,1,0
"F00032416",1678,1,0,3,10,26,0,3,0
"F00032419",1678,1,0,3,40,35,0,3,0
"F00032420",1678,1,0,3,20,45,0,2,2
"F00032422",1678,1,1,3,15,28,0,1,0
"F00032425",1678,1,1,3,30,32,0,1,1
"F00032430",1785,1,0,3,20,41,0,3,0
"F00032431",1785,1,0,3,20,42,0,1,0
"F00032432",1785,1,0,3,20,48,0,2,0
"F00032433",1786,1,0,3,20,51,0,3,0
"F00032434",1785,1,0,3,35,50,0,3,0
"F00032435",1786,1,0,3,40,37,0,1,0
"F00032438",1785,1,0,3,10,45,0,2,1
"F00032439",1786,1,0,3,20,46,0,3,1
"F00032441",1786,1,1,3,15,16,0,2,0
"F00032442",1785,1,1,3,20,20,0,1,0
"F00032444",1785,1,1,3,20,NA,0,1,0
"F00032445",1785,1,1,3,20,55,0,2,1
"F00032448",1898,1,0,3,10,50,0,2,0
"F00032450",1898,1,0,3,20,39,0,2,0
"F00032451",1898,1,0,3,20,41,0,2,0
"F00032452",1898,1,0,3,15,45,0,3,1
"F00032453",1898,1,0,3,10,20,0,1,1
"F00032454",1898,1,0,3,20,46,0,2,1
"F00032455",1898,1,0,3,30,28,0,2,1
"F00032456",1898,1,0,3,60,48,0,2,2
"F00032457",1898,1,1,3,10,NA,0,2,0
"F00032458",1898,1,1,3,10,54,0,2,0
"F00032459",1898,1,1,3,20,42,0,2,0
"F00032460",1898,1,1,3,15,24,0,2,1
"F00032462",1898,1,1,3,10,30,0,1,1
"F00032463",1898,1,1,3,10,48,0,3,2
"F00032466",2015,1,1,3,5,24,0,1,0
"F00032467",2015,1,1,3,5,44,0,3,0
"F00032468",2016,1,1,3,10,30,0,3,0
"F00032469",2015,1,1,3,15,NA,0,2,0
"F00032470",2015,1,1,3,30,17,0,3,0
"F00032472",2139,1,0,3,10,32,0,1,0
"F00032476",2138,1,1,3,15,24,0,2,0
"F00032478",2138,1,1,3,15,58,0,3,0
"F00032479",2139,1,1,3,25,52,0,2,1
"F00032480",2138,1,1,3,30,52,0,3,1
"F00032484",2138,1,1,3,10,54,0,1,1
"F00032488",2267,1,0,3,20,50,0,2,1
"F00032491",2267,1,1,3,15,NA,0,2,0
"F00032492",2267,1,1,3,15,48,0,3,0
"F00032495",2267,1,1,3,20,57,0,1,0
"F00032496",2267,1,1,3,25,50,0,3,0
"F00032497",2267,1,1,3,30,47,0,1,0
"F00032499",2401,1,0,3,10,49,0,2,0
"F00032501",2401,1,0,3,25,45,0,3,0
"F00032502",2401,1,0,3,20,52,0,2,1
"F00032506",2402,1,1,3,15,55,0,3,0
"F00032509",2401,1,1,3,10,60,0,2,1
"F00032510",2401,1,1,3,20,NA,0,3,1
"F00032512",2542,1,0,3,10,40,0,2,0
"F00032513",2542,1,0,3,10,41,0,2,0
"F00032516",2541,1,0,3,20,36,0,2,0
"F00032519",2541,1,0,3,40,35,0,2,0
"F00032520",2541,1,0,3,20,60,0,2,1
"F00032523",2541,1,1,3,20,30,0,1,0
"F00032525",2541,1,1,3,10,NA,0,2,1
"F00032528",2542,1,1,3,15,50,0,1,2
"F00032530",2688,1,0,3,20,NA,0,2,1
"F00032532",2687,1,1,3,10,55,0,2,0
"F00032538",2840,1,0,3,15,38,0,3,0
"F00032539",2840,1,0,3,15,50,0,3,0
"F00032541",2840,1,0,3,10,60,0,3,1
"F00032543",2840,1,1,3,5,52,0,2,0
"F00032544",2840,1,1,3,10,47,0,1,0
"F00032551",2840,1,1,3,30,54,0,2,1
"F00032554",2999,1,0,3,15,56,0,1,0
"F00032556",2999,1,0,3,10,40,0,2,1
"F00032557",2999,1,1,3,25,50,0,2,0
"F00032558",2999,1,1,3,40,56,0,1,0
"F00032559",3164,1,0,3,15,30,0,1,0
"F00032560",3164,1,0,3,20,57,0,3,1
"F00032562",3164,1,1,3,10,59,0,2,0
"F00032563",3337,1,0,3,20,30,0,2,0
"F00032564",3336,1,0,3,20,58,0,1,0
"F00032569",3516,1,0,3,40,59,0,2,0
"F00032570",3516,1,0,3,15,47,0,2,2
"F00032571",3516,1,1,3,20,50,0,2,0
"F00032574",3896,1,1,3,10,50,0,3,0
"F00032575",4096,1,0,3,5,40,0,3,0
"F00032577",150,0,0,2,30,20,5,1,0
"F00032578",168,0,0,2,20,17,4,1,0
"F00032581",209,0,0,2,20,20,7,1,0
"F00032585",257,0,0,2,10,18,2,2,0
"F00032586",257,0,0,2,20,16,2,1,0
"F00032588",256,0,0,2,25,14,7,2,0
"F00032589",256,0,0,2,50,19,3,3,0
"F00032590",283,0,0,2,10,19,6,2,0
"F00032592",283,0,0,2,30,23,5,1,0
"F00032594",312,0,0,2,15,14,0,2,0
"F00032597",342,0,0,2,20,16,8,3,0
"F00032598",342,0,0,2,20,19,9,2,0
"F00032599",342,0,0,2,30,31,2,2,0
"F00032601",342,0,0,2,50,17,3,1,0
"F00032603",342,0,0,2,60,27,3,2,0
"F00032607",375,0,0,2,40,15,13,1,0
"F00032609",411,0,0,2,5,25,2,1,0
"F00032612",410,0,0,2,20,14,13,2,0
"F00032615",410,0,0,2,20,17,13,2,0
"F00032616",410,0,0,2,20,27,2,2,0
"F00032619",411,0,0,2,40,26,2,2,0
"F00032620",410,0,0,2,50,22,3,3,0
"F00032621",411,0,0,2,60,NA,4,2,0
"F00032622",410,0,0,2,80,18,2,2,0
"F00032623",410,0,0,2,80,22,7,2,0
"F00032624",448,0,0,2,5,23,6,1,0
"F00032625",448,0,0,2,10,8,15,1,0
"F00032626",448,0,0,2,10,29,0,1,0
"F00032627",448,0,0,2,15,21,3,1,0
"F00032628",448,0,0,2,20,15,14,2,0
"F00032631",448,0,0,2,20,27,2,1,0
"F00032633",448,0,0,2,25,31,1,1,0
"F00032637",448,0,0,2,40,29,1,2,0
"F00032638",448,0,0,2,45,26,6,2,0
"F00032640",448,0,0,2,60,20,11,3,0
"F00032641",448,0,0,2,80,24,2,2,0
"F00032643",488,0,0,2,20,10,12,2,0
"F00032644",489,0,0,2,20,11,16,2,0
"F00032645",489,0,0,2,20,20,4,1,0
"F00032646",489,0,0,2,20,23,8,2,0
"F00032648",489,0,0,2,20,27,7,2,0
"F00032649",488,0,0,2,25,13,17,2,0
"F00032650",489,0,0,2,30,29,3,2,0
"F00032651",488,0,0,2,35,22,12,3,0
"F00032653",488,0,0,2,40,15,3,2,0
"F00032656",488,0,0,2,50,31,5,2,0
"F00032658",531,0,0,2,50,28,8,2,0
"F00032659",531,0,0,2,5,26,6,1,0
"F00032661",531,0,0,2,20,24,3,2,0
"F00032664",531,0,0,2,25,24,9,1,0
"F00032666",531,0,0,2,30,25,5,3,0
"F00032667",531,0,0,2,40,NA,17,3,0
"F00032669",531,0,0,2,40,17,12,3,0
"F00032670",531,0,0,2,40,NA,5,3,0
"F00032671",531,0,0,2,40,26,7,2,0
"F00032672",531,0,0,2,40,27,1,3,0
"F00032678",577,0,0,2,15,16,17,2,0
"F00032682",577,0,0,2,20,23,13,2,0
"F00032683",577,0,0,2,25,NA,12,1,0
"F00032684",577,0,0,2,30,15,16,2,0
"F00032685",577,0,0,2,30,24,8,2,0
"F00032688",577,0,0,2,40,20,12,1,0
"F00032689",577,0,0,2,40,23,7,3,0
"F00032690",577,0,0,2,40,24,5,2,0
"F00032695",625,0,0,2,10,14,18,1,0
"F00032697",625,0,0,2,15,17,13,3,0
"F00032698",626,0,0,2,15,30,3,2,0
"F00032699",625,0,0,2,15,30,5,2,0
"F00032701",626,0,0,2,20,16,20,3,0
"F00032702",625,0,0,2,20,17,11,1,0
"F00032705",625,0,0,2,20,31,0,2,0
"F00032706",625,0,0,2,20,31,2,3,0
"F00032707",625,0,0,2,20,34,7,3,0
"F00032708",625,0,0,2,25,21,9,1,0
"F00032709",625,0,0,2,30,15,13,3,0
"F00032712",625,0,0,2,40,21,15,2,0
"F00032713",625,0,0,2,40,NA,6,1,0
"F00032715",625,0,0,2,40,39,2,2,0
"F00032716",625,0,0,2,50,18,16,3,0
"F00032717",626,0,0,2,55,15,19,2,0
"F00032718",626,0,0,2,55,32,0,2,0
"F00032719",625,0,0,2,60,29,8,2,0
"F00032721",626,0,0,2,90,35,3,2,0
"F00032722",625,0,0,2,80,33,2,3,2
"F00032723",677,0,0,2,5,21,17,1,0
"F00032724",677,0,0,2,10,15,15,3,0
"F00032726",677,0,0,2,10,NA,7,1,0
"F00032727",677,0,0,2,15,7,21,1,0
"F00032728",677,0,0,2,15,15,16,2,0
"F00032729",677,0,0,2,15,20,11,2,0
"F00032733",677,0,0,2,20,25,11,2,0
"F00032735",677,0,0,2,20,NA,4,2,0
"F00032738",677,0,0,2,25,21,15,3,0
"F00032739",677,0,0,2,25,23,7,3,0
"F00032742",677,0,0,2,35,23,7,1,0
"F00032743",677,0,0,2,40,14,21,2,0
"F00032745",677,0,0,2,60,33,2,2,0
"F00032747",677,0,0,2,30,26,10,3,1
"F00032748",731,0,0,2,5,19,13,2,0
"F00032750",732,0,0,2,10,NA,13,1,0
"F00032752",732,0,0,2,10,33,2,2,0
"F00032753",732,0,0,2,10,35,7,3,0
"F00032754",731,0,0,2,15,19,18,1,0
"F00032755",731,0,0,2,15,NA,9,2,0
"F00032757",731,0,0,2,20,15,10,1,0
"F00032760",732,0,0,2,20,30,7,2,0
"F00032761",732,0,0,2,25,19,17,3,0
"F00032762",731,0,0,2,25,29,6,2,0
"F00032763",731,0,0,2,30,25,0,2,0
"F00032765",731,0,0,2,30,28,3,2,0
"F00032768",732,0,0,2,60,NA,4,1,0
"F00032769",731,0,0,2,60,20,20,2,0
"F00032770",732,0,0,2,60,NA,3,1,0
"F00032771",731,0,0,2,60,38,4,3,0
"F00032772",789,0,0,2,10,7,21,3,0
"F00032774",789,0,0,2,15,8,23,1,0
"F00032775",789,0,0,2,15,15,18,2,0
"F00032776",790,0,0,2,15,17,17,1,0
"F00032780",789,0,0,2,20,NA,15,2,0
"F00032781",789,0,0,2,20,21,19,3,0
"F00032783",789,0,0,2,20,32,3,1,0
"F00032784",789,0,0,2,25,15,20,2,0
"F00032785",789,0,0,2,30,33,5,1,0
"F00032786",789,0,0,2,40,15,18,2,0
"F00032787",789,0,0,2,40,21,19,2,0
"F00032788",789,0,0,2,40,22,20,2,0
"F00032789",789,0,0,2,40,28,5,2,0
"F00032791",789,0,0,2,40,38,2,2,0
"F00032792",789,0,0,2,60,28,0,2,0
"F00032793",789,0,0,2,60,29,8,1,0
"F00032794",790,0,0,2,60,30,9,3,0
"F00032795",789,0,0,2,70,31,6,2,0
"F00032796",789,0,0,2,60,25,12,3,1
"F00032798",851,0,0,2,20,9,23,1,0
"F00032799",851,0,0,2,5,27,6,2,0
"F00032800",850,0,0,2,10,23,19,3,0
"F00032802",851,0,0,2,10,26,14,2,0
"F00032803",851,0,0,2,15,20,23,1,0
"F00032805",851,0,0,2,15,39,1,3,0
"F00032806",850,0,0,2,20,15,14,1,0
"F00032807",851,0,0,2,20,20,12,1,0
"F00032808",851,0,0,2,20,23,17,1,0
"F00032809",851,0,0,2,20,34,4,2,0
"F00032810",851,0,0,2,30,15,19,2,0
"F00032811",850,0,0,2,30,15,22,2,0
"F00032817",851,0,0,2,50,37,4,1,0
"F00032818",851,0,0,2,60,25,13,2,0
"F00032820",851,0,0,2,25,16,16,2,1
"F00032821",851,0,0,2,40,28,6,2,1
"F00032824",915,0,0,2,10,29,1,2,0
"F00032828",915,0,0,2,20,27,16,1,0
"F00032833",916,0,0,2,30,15,23,2,0
"F00032835",915,0,0,2,30,25,12,2,0
"F00032836",915,0,0,2,30,30,8,2,0
"F00032837",916,0,0,2,40,24,10,2,0
"F00032840",915,0,0,2,40,34,2,3,0
"F00032841",915,0,0,2,60,26,13,2,0
"F00032842",916,0,0,2,60,27,10,3,0
"F00032843",915,0,0,2,60,NA,8,1,0
"F00032844",915,0,0,2,20,34,5,1,1
"F00032845",916,0,0,2,40,30,10,2,1
"F00032848",984,0,0,2,10,24,15,2,0
"F00032850",984,0,0,2,15,25,7,3,0
"F00032851",984,0,0,2,15,35,3,1,0
"F00032853",984,0,0,2,20,16,23,1,0
"F00032855",984,0,0,2,20,21,20,2,0
"F00032856",984,0,0,2,20,22,17,2,0
"F00032857",984,0,0,2,20,22,20,3,0
"F00032858",984,0,0,2,20,26,22,1,0
"F00032859",984,0,0,2,20,28,3,2,0
"F00032861",984,0,0,2,20,32,6,1,0
"F00032862",984,0,0,2,20,34,6,1,0
"F00032863",984,0,0,2,20,37,11,3,0
"F00032864",984,0,0,2,25,31,8,2,0
"F00032868",984,0,0,2,30,36,4,1,0
"F00032869",984,0,0,2,30,36,10,2,0
"F00032870",984,0,0,2,40,20,17,1,0
"F00032871",984,0,0,2,40,28,14,1,0
"F00032872",984,0,0,2,50,40,2,2,0
"F00032875",984,0,0,2,30,17,21,3,1
"F00032876",984,0,0,2,30,19,19,2,1
"F00032880",1056,0,0,2,10,30,5,2,0
"F00032883",1056,0,0,2,20,NA,18,2,0
"F00032886",1056,0,0,2,20,26,11,3,0
"F00032887",1056,0,0,2,20,29,12,1,0
"F00032888",1056,0,0,2,25,NA,17,3,0
"F00032889",1056,0,0,2,30,NA,27,2,0
"F00032890",1056,0,0,2,35,35,5,3,0
"F00032891",1056,0,0,2,40,25,10,1,0
"F00032892",1056,0,0,2,40,NA,12,1,0
"F00032894",1056,0,0,2,40,30,4,2,0
"F00032896",1056,0,0,2,45,34,3,2,0
"F00032897",1056,0,0,2,50,NA,20,3,0
"F00032898",1056,0,0,2,50,20,12,1,0
"F00032899",1056,0,0,2,60,28,12,1,0
"F00032900",1056,0,0,2,80,40,2,2,0
"F00032901",1056,0,0,2,40,25,15,2,1
"F00032902",1056,0,0,2,70,30,14,3,1
"F00032904",1132,0,0,2,20,18,22,3,0
"F00032906",1132,0,0,2,15,26,18,1,0
"F00032907",1132,0,0,2,20,NA,18,3,0
"F00032909",1132,0,0,2,20,16,25,3,0
"F00032911",1132,0,0,2,20,19,10,2,0
"F00032912",1132,0,0,2,20,22,16,2,0
"F00032913",1132,0,0,2,20,NA,10,2,0
"F00032917",1132,0,0,2,25,22,15,2,0
"F00032918",1132,0,0,2,25,36,1,2,0
"F00032919",1132,0,0,2,25,38,6,3,0
"F00032920",1132,0,0,2,30,26,16,3,0
"F00032924",1132,0,0,2,30,42,3,1,0
"F00032925",1132,0,0,2,35,40,8,1,0
"F00032927",1132,0,0,2,40,30,4,2,0
"F00032929",1132,0,0,2,45,40,0,3,0
"F00032932",1132,0,0,2,30,37,2,2,1
"F00032933",1132,0,0,2,40,23,17,1,1
"F00032934",1132,0,0,2,40,30,8,1,1
"F00032936",1132,0,0,2,20,27,15,3,2
"F00032938",1212,0,0,2,80,43,7,2,0
"F00032939",1212,0,0,2,5,20,9,2,0
"F00032942",1212,0,0,2,10,27,13,2,0
"F00032945",1212,0,0,2,10,48,1,3,0
"F00032946",1212,0,0,2,15,28,14,1,0
"F00032949",1212,0,0,2,20,8,16,2,0
"F00032950",1212,0,0,2,20,15,28,1,0
"F00032951",1212,0,0,2,20,18,24,2,0
"F00032952",1212,0,0,2,20,NA,17,2,0
"F00032954",1212,0,0,2,20,33,7,2,0
"F00032958",1212,0,0,2,25,15,24,3,0
"F00032964",1212,0,0,2,40,12,22,1,0
"F00032968",1212,0,0,2,40,26,19,2,0
"F00032969",1212,0,0,2,40,26,21,2,0
"F00032970",1212,0,0,2,45,20,23,2,0
"F00032971",1212,0,0,2,50,34,11,1,0
"F00032973",1212,0,0,2,60,22,14,1,0
"F00032977",1212,0,0,2,20,20,19,1,1
"F00032978",1212,0,0,2,20,28,14,1,2
"F00032981",1297,0,0,2,10,35,0,3,0
"F00032982",1297,0,0,2,10,40,1,1,0
"F00032983",1297,0,0,2,15,10,20,2,0
"F00032985",1296,0,0,2,15,47,4,1,0
"F00032988",1296,0,0,2,20,18,18,2,0
"F00032989",1297,0,0,2,20,18,25,1,0
"F00032991",1296,0,0,2,20,24,12,2,0
"F00032992",1296,0,0,2,20,24,15,1,0
"F00032995",1296,0,0,2,20,31,5,1,0
"F00032997",1296,0,0,2,20,33,7,1,0
"F00032999",1296,0,0,2,20,35,2,2,0
"F00033002",1296,0,0,2,25,20,20,3,0
"F00033003",1296,0,0,2,25,31,13,2,0
"F00033007",1296,0,0,2,30,34,8,2,0
"F00033009",1296,0,0,2,30,43,3,3,0
"F00033011",1296,0,0,2,40,16,16,2,0
"F00033012",1297,0,0,2,40,20,15,1,0
"F00033013",1297,0,0,2,40,24,24,3,0
"F00033018",1296,0,0,2,40,44,0,2,0
"F00033019",1297,0,0,2,40,46,2,2,0
"F00033020",1296,0,0,2,60,24,18,2,0
"F00033021",1296,0,0,2,60,45,1,2,0
"F00033022",1296,0,0,2,80,30,12,1,0
"F00033023",1296,0,0,2,30,35,8,3,1
"F00033024",1296,0,0,2,20,31,13,2,1
"F00033028",1385,0,0,2,10,35,11,2,0
"F00033029",1385,0,0,2,10,35,16,1,0
"F00033032",1385,0,0,2,15,22,16,1,0
"F00033033",1385,0,0,2,15,30,11,2,0
"F00033034",1385,0,0,2,15,32,15,1,0
"F00033035",1385,0,0,2,20,13,31,2,0
"F00033036",1385,0,0,2,20,16,11,2,0
"F00033037",1385,0,0,2,20,19,23,2,0
"F00033041",1385,0,0,2,20,35,13,2,0
"F00033042",1385,0,0,2,20,40,3,2,0
"F00033044",1385,0,0,2,25,25,17,1,0
"F00033045",1385,0,0,2,25,31,15,2,0
"F00033047",1385,0,0,2,25,39,2,3,0
"F00033048",1385,0,0,2,30,13,31,2,0
"F00033049",1385,0,0,2,30,14,31,1,0
"F00033050",1385,0,0,2,30,18,28,2,0
"F00033052",1385,0,0,2,30,31,17,2,0
"F00033053",1385,0,0,2,30,36,8,1,0
"F00033054",1385,0,0,2,30,39,7,2,0
"F00033055",1385,0,0,2,35,44,1,2,0
"F00033056",1385,0,0,2,40,10,21,2,0
"F00033057",1385,0,0,2,40,21,16,2,0
"F00033060",1385,0,0,2,40,43,5,1,0
"F00033063",1385,0,0,2,40,48,0,2,0
"F00033064",1385,0,0,2,50,45,1,2,0
"F00033065",1385,0,0,2,60,22,21,1,0
"F00033067",1385,0,0,2,60,45,2,3,0
"F00033068",1385,0,0,2,20,NA,8,3,1
"F00033069",1385,0,0,2,20,18,26,1,1
"F00033070",1385,0,0,2,40,45,6,2,1
"F00033071",1478,0,0,2,5,24,22,2,0
"F00033072",1478,0,0,2,5,30,12,3,0
"F00033073",1478,0,0,2,5,36,11,2,0
"F00033076",1478,0,0,2,10,NA,7,2,0
"F00033077",1478,0,0,2,10,34,10,2,0
"F00033079",1478,0,0,2,15,30,10,2,0
"F00033081",1478,0,0,2,15,34,4,3,0
"F00033082",1478,0,0,2,20,12,28,2,0
"F00033084",1478,0,0,2,20,15,25,2,0
"F00033087",1478,0,0,2,20,NA,22,2,0
"F00033088",1478,0,0,2,20,30,14,3,0
"F00033089",1478,0,0,2,20,32,13,3,0
"F00033091",1478,0,0,2,20,37,10,1,0
"F00033092",1478,0,0,2,20,37,12,1,0
"F00033093",1478,0,0,2,20,40,4,2,0
"F00033096",1478,0,0,2,25,28,7,2,0
"F00033098",1478,0,0,2,25,41,1,1,0
"F00033099",1478,0,0,2,25,NA,2,3,0
"F00033101",1478,0,0,2,30,28,13,1,0
"F00033103",1478,0,0,2,30,42,2,2,0
"F00033105",1478,0,0,2,40,14,30,2,0
"F00033106",1478,0,0,2,40,22,24,1,0
"F00033107",1478,0,0,2,40,26,19,1,0
"F00033109",1478,0,0,2,40,36,8,2,0
"F00033111",1478,0,0,2,45,26,21,2,0
"F00033112",1478,0,0,2,50,40,7,1,0
"F00033114",1478,0,0,2,60,NA,11,2,0
"F00033121",1478,0,0,2,50,NA,30,3,1
"F00033122",1478,0,0,2,20,20,4,1,1
"F00033123",1478,0,0,2,10,32,10,2,1
"F00033124",1478,0,0,2,30,26,15,2,1
"F00033126",1478,0,0,2,40,NA,5,3,2
"F00033128",1576,0,0,2,20,NA,18,2,0
"F00033129",1576,0,0,2,20,27,18,2,0
"F00033131",1576,0,0,2,5,20,18,1,0
"F00033132",1576,0,0,2,10,15,8,3,0
"F00033134",1576,0,0,2,10,31,18,2,0
"F00033135",1576,0,0,2,15,NA,23,1,0
"F00033137",1576,0,0,2,15,40,7,2,0
"F00033139",1576,0,0,2,20,15,23,2,0
"F00033140",1576,0,0,2,20,15,33,1,0
"F00033141",1576,0,0,2,20,22,17,2,0
"F00033142",1576,0,0,2,20,NA,18,2,0
"F00033143",1576,0,0,2,20,NA,20,2,0
"F00033145",1575,0,0,2,20,25,22,3,0
"F00033146",1576,0,0,2,20,27,16,1,0
"F00033147",1575,0,0,2,20,31,24,2,0
"F00033151",1575,0,0,2,25,28,15,1,0
"F00033153",1575,0,0,2,30,34,10,2,0
"F00033156",1575,0,0,2,30,37,8,2,0
"F00033157",1576,0,0,2,35,NA,11,1,0
"F00033158",1575,0,0,2,40,22,20,1,0
"F00033160",1576,0,0,2,40,28,19,2,0
"F00033161",1576,0,0,2,40,NA,5,1,0
"F00033162",1575,0,0,2,40,34,13,1,0
"F00033163",1576,0,0,2,40,41,9,2,0
"F00033164",1576,0,0,2,40,41,10,1,0
"F00033165",1576,0,0,2,40,42,6,2,0
"F00033167",1576,0,0,2,50,40,6,2,0
"F00033168",1575,0,0,2,60,23,18,1,0
"F00033171",1575,0,0,2,45,10,21,3,1
"F00033173",1576,0,0,2,40,40,8,3,1
"F00033175",1576,0,0,2,5,40,8,2,1
"F00033176",1576,0,0,2,40,22,21,3,2
"F00033177",1678,0,0,2,5,NA,7,2,0
"F00033178",1678,0,0,2,60,33,15,2,0
"F00033179",1678,0,0,2,5,NA,28,2,0
"F00033180",1678,0,0,2,10,12,34,2,0
"F00033182",1678,0,0,2,10,NA,29,1,0
"F00033183",1678,0,0,2,10,28,14,2,0
"F00033188",1678,0,0,2,10,39,3,2,0
"F00033189",1678,0,0,2,15,30,18,2,0
"F00033192",1678,0,0,2,20,NA,29,3,0
"F00033193",1678,0,0,2,20,21,25,2,0
"F00033195",1678,0,0,2,20,27,15,1,0
"F00033196",1678,0,0,2,20,27,20,1,0
"F00033197",1678,0,0,2,20,38,7,1,0
"F00033198",1678,0,0,2,20,39,7,2,0
"F00033200",1678,0,0,2,20,39,11,3,0
"F00033201",1678,0,0,2,20,43,4,2,0
"F00033202",1678,0,0,2,20,43,5,1,0
"F00033204",1678,0,0,2,20,50,2,3,0
"F00033205",1678,0,0,2,30,20,25,3,0
"F00033207",1678,0,0,2,30,25,24,2,0
"F00033208",1678,0,0,2,30,NA,20,1,0
"F00033210",1678,0,0,2,30,NA,6,2,0
"F00033211",1678,0,0,2,40,19,31,1,0
"F00033213",1678,0,0,2,40,32,14,2,0
"F00033216",1678,0,0,2,40,52,0,1,0
"F00033219",1678,0,0,2,60,29,21,2,0
"F00033220",1678,0,0,2,60,30,15,2,0
"F00033222",1678,0,0,2,10,NA,22,3,1
"F00033226",1678,0,0,2,20,42,6,2,1
"F00033228",1678,0,0,2,20,NA,17,2,1
"F00033230",1785,0,0,2,10,8,33,1,0
"F00033231",1786,0,0,2,10,19,25,2,0
"F00033232",1786,0,0,2,10,20,29,2,0
"F00033233",1785,0,0,2,10,25,5,3,0
"F00033235",1785,0,0,2,15,7,11,2,0
"F00033236",1786,0,0,2,15,35,5,3,0
"F00033238",1786,0,0,2,20,15,30,3,0
"F00033240",1785,0,0,2,20,31,15,1,0
"F00033242",1785,0,0,2,20,35,15,1,0
"F00033244",1785,0,0,2,20,52,1,3,0
"F00033245",1785,0,0,2,25,38,6,3,0
"F00033246",1786,0,0,2,30,22,27,2,0
"F00033247",1786,0,0,2,40,20,19,3,0
"F00033250",1785,0,0,2,40,35,8,2,0
"F00033255",1786,0,0,2,50,41,10,1,0
"F00033260",1786,0,0,2,30,35,15,3,1
"F00033262",1786,0,0,2,40,44,7,2,1
"F00033263",1785,0,0,2,15,14,35,2,1
"F00033264",1898,0,0,2,20,23,21,1,0
"F00033265",1898,0,0,2,5,25,23,3,0
"F00033266",1898,0,0,2,5,29,20,2,0
"F00033267",1898,0,0,2,5,41,5,2,0
"F00033270",1898,0,0,2,15,34,10,2,0
"F00033271",1898,0,0,2,15,44,1,1,0
"F00033272",1898,0,0,2,15,51,0,2,0
"F00033273",1898,0,0,2,20,13,36,1,0
"F00033274",1898,0,0,2,20,15,16,1,0
"F00033276",1898,0,0,2,20,30,13,1,0
"F00033277",1898,0,0,2,20,34,9,2,0
"F00033280",1898,0,0,2,20,36,15,2,0
"F00033282",1898,0,0,2,20,41,11,2,0
"F00033283",1898,0,0,2,25,26,24,2,0
"F00033284",1898,0,0,2,25,34,15,2,0
"F00033286",1898,0,0,2,30,36,12,1,0
"F00033289",1898,0,0,2,40,20,19,1,0
"F00033290",1898,0,0,2,40,20,21,2,0
"F00033292",1898,0,0,2,50,27,24,1,0
"F00033294",1898,0,0,2,60,15,33,2,0
"F00033295",1898,0,0,2,60,25,31,2,0
"F00033296",1898,0,0,2,20,39,11,2,1
"F00033297",1898,0,0,2,20,39,11,3,1
"F00033300",2015,0,0,2,10,NA,16,1,0
"F00033301",2016,0,0,2,10,11,35,2,0
"F00033303",2015,0,0,2,10,17,32,2,0
"F00033305",2015,0,0,2,10,41,10,3,0
"F00033307",2015,0,0,2,15,30,19,1,0
"F00033308",2016,0,0,2,15,30,20,2,0
"F00033309",2016,0,0,2,15,37,12,2,0
"F00033310",2016,0,0,2,15,43,12,2,0
"F00033312",2016,0,0,2,15,47,6,2,0
"F00033313",2015,0,0,2,20,NA,22,1,0
"F00033316",2015,0,0,2,20,30,25,2,0
"F00033317",2015,0,0,2,20,36,17,2,0
"F00033319",2015,0,0,2,20,43,8,2,0
"F00033320",2015,0,0,2,25,36,5,1,0
"F00033322",2016,0,0,2,30,27,6,1,0
"F00033325",2015,0,0,2,30,45,7,2,0
"F00033326",2015,0,0,2,35,35,17,3,0
"F00033332",2015,0,0,2,40,43,6,3,0
"F00033333",2016,0,0,2,40,44,9,2,0
"F00033340",2015,0,0,2,40,NA,17,2,1
"F00033341",2015,0,0,2,40,45,7,3,1
